time,temp,humidity,wind,rain,lat,lon,place
2016-02-27,17.689583333333335,57.885416666666664,10.220833333333333,1.9,28.6,77.2,Delhi
2016-02-28,19.650000000000002,59.583333333333336,9.451041666666667,0.0,28.6,77.2,Delhi
2016-02-29,20.429166666666667,62.40625,10.198958333333334,1.6,28.6,77.2,Delhi
2016-03-01,19.553124999999998,61.677083333333336,8.558333333333334,1.1,28.6,77.2,Delhi
2016-03-02,20.227083333333333,61.75,11.497916666666667,4.7,28.6,77.2,Delhi
2016-03-03,18.714583333333334,61.520833333333336,8.658333333333333,0.2,28.6,77.2,Delhi
2016-03-04,18.960416666666667,67.59375,10.143749999999999,3.5,28.6,77.2,Delhi
2016-03-05,18.610416666666666,65.02083333333333,10.548958333333333,12.2,28.6,77.2,Delhi
2016-03-06,18.541666666666668,72.36458333333333,9.704166666666667,2.6,28.6,77.2,Delhi
2016-03-07,20.003125,72.97916666666667,10.329166666666667,0.0,28.6,77.2,Delhi
2016-03-08,20.962500000000002,73.14583333333333,10.180208333333333,0.0,28.6,77.2,Delhi
2016-03-09,22.2375,71.05208333333333,9.747916666666667,0.0,28.6,77.2,Delhi
2016-03-10,23.431250000000002,72.0625,9.396875,0.0,28.6,77.2,Delhi
2016-03-11,22.675,72.88541666666667,10.323958333333334,6.0,28.6,77.2,Delhi
2016-03-12,20.840625,74.09375,11.746875000000001,22.3,28.6,77.2,Delhi
2016-03-13,21.400000000000002,69.9375,11.117708333333333,0.0,28.6,77.2,Delhi
2016-03-14,20.189583333333335,77.77083333333333,11.682291666666666,9.7,28.6,77.2,Delhi
2016-03-15,20.390625,75.92708333333333,12.380208333333334,3.0,28.6,77.2,Delhi
2016-03-16,20.519791666666666,72.66666666666667,11.535416666666668,4.4,28.6,77.2,Delhi
2016-03-17,21.140625,69.54166666666667,10.102083333333333,1.6,28.6,77.2,Delhi
2016-03-18,21.355208333333334,62.541666666666664,14.161458333333334,3.9,28.6,77.2,Delhi
2016-03-19,19.429166666666667,60.489583333333336,9.884375,0.5,28.6,77.2,Delhi
2016-03-20,18.773958333333333,66.11458333333333,13.0375,5.8,28.6,77.2,Delhi
2016-03-21,18.909375,63.510416666666664,14.528125000000001,7.7,28.6,77.2,Delhi
2016-03-22,19.132291666666667,58.34375,15.829166666666666,0.30000000000000004,28.6,77.2,Delhi
2016-03-23,21.641666666666666,57.4375,11.106250000000001,0.0,28.6,77.2,Delhi
2016-03-24,21.402083333333334,65.15625,9.796875,0.0,28.6,77.2,Delhi
2016-03-25,23.441666666666666,66.64583333333333,10.455208333333333,4.5,28.6,77.2,Delhi
2016-03-26,20.464583333333334,64.72916666666667,10.700000000000001,3.4,28.6,77.2,Delhi
2016-03-27,20.240624999999998,71.16666666666667,9.1,4.4,28.6,77.2,Delhi
2016-03-28,20.708333333333332,69.57291666666667,10.907291666666666,7.7,28.6,77.2,Delhi
2016-03-29,20.525000000000002,61.677083333333336,13.773958333333333,2.9,28.6,77.2,Delhi
2016-03-30,20.678124999999998,58.947916666666664,9.304166666666667,2.8000000000000003,28.6,77.2,Delhi
2016-03-31,22.778125,60.197916666666664,12.020833333333334,0.0,28.6,77.2,Delhi
2016-04-01,24.287499999999998,68.08333333333333,12.034374999999999,3.0,28.6,77.2,Delhi
2016-04-02,23.33020833333333,62.28125,9.067708333333334,7.8999999999999995,28.6,77.2,Delhi
2016-04-03,21.516666666666666,61.729166666666664,13.523958333333333,9.700000000000001,28.6,77.2,Delhi
2016-04-04,21.599999999999998,65.73958333333333,10.634375,18.9,28.6,77.2,Delhi
2016-04-05,20.636458333333334,57.09375,13.966666666666667,0.0,28.6,77.2,Delhi
2016-04-06,21.827083333333334,52.9375,10.808333333333332,0.0,28.6,77.2,Delhi
2016-04-07,22.257291666666664,64.16666666666667,14.747916666666667,9.5,28.6,77.2,Delhi
2016-04-08,21.113541666666666,61.916666666666664,11.487499999999999,0.9,28.6,77.2,Delhi
2016-04-09,20.65625,61.104166666666664,10.463541666666666,3.6999999999999997,28.6,77.2,Delhi
2016-04-10,21.269791666666666,54.708333333333336,9.895833333333334,0.0,28.6,77.2,Delhi
2016-04-11,22.295833333333334,58.21875,12.700000000000001,0.6000000000000001,28.6,77.2,Delhi
2016-04-12,22.379166666666666,60.135416666666664,13.0375,7.2,28.6,77.2,Delhi
2016-04-13,21.819791666666664,56.34375,11.492708333333333,0.5,28.6,77.2,Delhi
2016-04-14,22.519791666666666,58.9375,9.396875,0.8,28.6,77.2,Delhi
2016-04-15,23.20104166666667,59.395833333333336,9.058333333333334,0.0,28.6,77.2,Delhi
2016-04-16,23.688541666666666,58.28125,9.61875,0.0,28.6,77.2,Delhi
2016-04-17,23.5125,61.854166666666664,9.659374999999999,11.3,28.6,77.2,Delhi
2016-04-18,24.337500000000002,61.322916666666664,9.84375,0.9,28.6,77.2,Delhi
2016-04-19,24.241666666666664,60.489583333333336,10.452083333333333,1.4000000000000001,28.6,77.2,Delhi
2016-04-20,23.644791666666666,55.760416666666664,10.611458333333333,0.0,28.6,77.2,Delhi
2016-04-21,24.364583333333332,58.21875,12.245833333333332,0.0,28.6,77.2,Delhi
2016-04-22,25.280208333333334,62.947916666666664,9.878124999999999,6.5,28.6,77.2,Delhi
2016-04-23,23.853125000000002,59.239583333333336,14.448958333333332,5.4,28.6,77.2,Delhi
2016-04-24,22.758333333333336,50.322916666666664,11.771875,1.6,28.6,77.2,Delhi
2016-04-25,23.315625,56.177083333333336,8.757291666666667,0.0,28.6,77.2,Delhi
2016-04-26,23.84166666666667,62.447916666666664,9.194791666666667,7.0,28.6,77.2,Delhi
2016-04-27,23.271874999999998,59.34375,10.048958333333333,0.0,28.6,77.2,Delhi
2016-04-28,23.047916666666666,59.0625,10.610416666666667,1.2,28.6,77.2,Delhi
2016-04-29,23.20520833333333,58.791666666666664,9.996875000000001,2.5,28.6,77.2,Delhi
2016-04-30,23.164583333333336,60.708333333333336,8.741666666666667,10.8,28.6,77.2,Delhi
2016-05-01,23.141666666666666,62.479166666666664,10.432291666666666,6.5,28.6,77.2,Delhi
2016-05-02,23.73125,58.760416666666664,7.869791666666667,7.0,28.6,77.2,Delhi
2016-05-03,22.990624999999998,63.979166666666664,10.864583333333334,26.0,28.6,77.2,Delhi
2016-05-04,22.546875,66.22916666666667,11.778125000000001,5.7,28.6,77.2,Delhi
2016-05-05,22.10729166666667,68.375,11.186458333333334,0.1,28.6,77.2,Delhi
2016-05-06,22.270833333333332,70.47916666666667,10.313541666666667,10.8,28.6,77.2,Delhi
2016-05-07,22.9875,70.83333333333333,8.708333333333334,1.8,28.6,77.2,Delhi
2016-05-08,23.496875,67.52083333333333,10.892708333333333,4.4,28.6,77.2,Delhi
2016-05-09,24.485416666666666,61.916666666666664,13.767708333333333,5.9,28.6,77.2,Delhi
2016-05-10,23.726041666666664,56.552083333333336,13.609375,1.0,28.6,77.2,Delhi
2016-05-11,23.632291666666664,58.916666666666664,10.678125,0.2,28.6,77.2,Delhi
2016-05-12,24.473958333333332,61.854166666666664,10.653125000000001,0.3,28.6,77.2,Delhi
2016-05-13,24.71666666666667,63.9375,8.419791666666667,13.3,28.6,77.2,Delhi
2016-05-14,24.807291666666668,61.114583333333336,7.951041666666666,1.7,28.6,77.2,Delhi
2016-05-15,23.952083333333334,51.625,11.65,1.9,28.6,77.2,Delhi
2016-05-16,23.207291666666666,56.78125,11.007291666666667,14.6,28.6,77.2,Delhi
2016-05-17,24.005208333333332,57.510416666666664,9.591666666666667,2.1,28.6,77.2,Delhi
2016-05-18,23.551041666666666,57.40625,8.4,2.2,28.6,77.2,Delhi
2016-05-19,24.087500000000002,57.59375,9.476041666666667,5.1000000000000005,28.6,77.2,Delhi
2016-05-20,24.37291666666667,60.864583333333336,9.254166666666666,15.9,28.6,77.2,Delhi
2016-05-21,23.79895833333333,68.17708333333333,8.922916666666667,1.3,28.6,77.2,Delhi
2016-05-22,24.382291666666664,67.75,9.090625000000001,4.7,28.6,77.2,Delhi
2016-05-23,24.53333333333333,63.9375,10.686458333333334,5.1,28.6,77.2,Delhi
2016-05-24,23.32604166666667,65.98958333333333,10.310416666666667,15.1,28.6,77.2,Delhi
2016-05-25,24.229166666666668,59.302083333333336,9.390625,3.2,28.6,77.2,Delhi
2016-05-26,25.45,61.09375,10.248958333333333,4.4,28.6,77.2,Delhi
2016-05-27,25.818749999999998,56.958333333333336,12.335416666666667,4.6,28.6,77.2,Delhi
2016-05-28,25.48229166666667,59.84375,11.801041666666668,10.5,28.6,77.2,Delhi
2016-05-29,24.494791666666668,63.270833333333336,10.706249999999999,9.2,28.6,77.2,Delhi
2016-05-30,23.177083333333332,74.04166666666667,8.55625,16.6,28.6,77.2,Delhi
2016-05-31,24.476041666666664,74.10416666666667,8.407291666666667,6.4,28.6,77.2,Delhi
2016-06-01,24.639583333333334,69.84375,9.205208333333333,6.9,28.6,77.2,Delhi
2016-06-02,24.228125000000002,69.29166666666667,10.501041666666667,3.6,28.6,77.2,Delhi
2016-06-03,24.09375,72.98958333333333,7.932291666666667,11.5,28.6,77.2,Delhi
2016-06-04,25.917708333333334,73.03125,10.102083333333333,43.8,28.6,77.2,Delhi
2016-06-05,25.526041666666668,77.8125,12.908333333333333,107.6,28.6,77.2,Delhi
2016-06-06,25.284375,66.0,12.410416666666668,9.6,28.6,77.2,Delhi
2016-06-07,25.440625,61.354166666666664,12.138541666666667,1.3,28.6,77.2,Delhi
2016-06-08,24.153125,60.583333333333336,12.989583333333334,11.4,28.6,77.2,Delhi
2016-06-09,24.620833333333334,56.177083333333336,14.379166666666668,5.2,28.6,77.2,Delhi
2016-06-10,24.660416666666666,56.833333333333336,10.389583333333333,9.4,28.6,77.2,Delhi
2016-06-11,25.082291666666666,59.635416666666664,11.013541666666667,1.4000000000000001,28.6,77.2,Delhi
2016-06-12,25.001041666666666,59.625,12.601041666666667,4.4,28.6,77.2,Delhi
2016-06-13,24.238541666666666,60.114583333333336,12.323958333333332,3.5,28.6,77.2,Delhi
2016-06-14,23.98645833333333,63.15625,10.003124999999999,2.7,28.6,77.2,Delhi
2016-06-15,24.260416666666668,66.54166666666667,7.858333333333333,12.1,28.6,77.2,Delhi
2016-06-16,23.789583333333336,73.84375,8.940624999999999,10.9,28.6,77.2,Delhi
2016-06-17,23.913541666666664,71.65625,10.317708333333334,23.1,28.6,77.2,Delhi
2016-06-18,24.098958333333332,72.35416666666667,7.5249999999999995,23.900000000000002,28.6,77.2,Delhi
2016-06-19,25.123958333333334,71.83333333333333,10.279166666666667,28.3,28.6,77.2,Delhi
2016-06-20,25.241666666666664,70.29166666666667,10.695833333333333,4.4,28.6,77.2,Delhi
2016-06-21,24.730208333333334,68.65625,11.959375,18.5,28.6,77.2,Delhi
2016-06-22,24.359375,67.53125,9.5875,5.7,28.6,77.2,Delhi
2016-06-23,24.338541666666668,67.125,7.892708333333334,7.0,28.6,77.2,Delhi
2016-06-24,24.148958333333336,67.61458333333333,12.060416666666667,13.0,28.6,77.2,Delhi
2016-06-25,23.480208333333334,64.98958333333333,11.855208333333332,5.2,28.6,77.2,Delhi
2016-06-26,23.519791666666666,67.36458333333333,9.327083333333333,4.2,28.6,77.2,Delhi
2016-06-27,23.001041666666666,73.97916666666667,9.741666666666667,24.5,28.6,77.2,Delhi
2016-06-28,22.657291666666666,78.35416666666667,11.121875000000001,27.099999999999998,28.6,77.2,Delhi
2016-06-29,23.462500000000002,74.07291666666667,8.033333333333333,30.5,28.6,77.2,Delhi
2016-06-30,23.81458333333333,69.25,9.404166666666667,13.200000000000001,28.6,77.2,Delhi
2016-07-01,23.555208333333336,75.1875,11.160416666666668,31.099999999999998,28.6,77.2,Delhi
2016-07-02,22.4875,73.10416666666667,10.847916666666668,70.7,28.6,77.2,Delhi
2016-07-03,22.030208333333334,73.8125,7.6812499999999995,15.8,28.6,77.2,Delhi
2016-07-04,22.630208333333332,76.20833333333333,7.422916666666667,2.9000000000000004,28.6,77.2,Delhi
2016-07-05,23.921875,78.90625,7.891666666666667,37.5,28.6,77.2,Delhi
2016-07-06,24.291666666666668,74.25,10.651041666666666,10.5,28.6,77.2,Delhi
2016-07-07,24.79375,80.15625,11.251041666666666,21.2,28.6,77.2,Delhi
2016-07-08,24.325,81.10416666666667,9.128124999999999,38.0,28.6,77.2,Delhi
2016-07-09,23.442708333333332,79.95833333333333,10.071875,15.6,28.6,77.2,Delhi
2016-07-10,23.896874999999998,78.58333333333333,7.916666666666667,4.8,28.6,77.2,Delhi
2016-07-11,23.635416666666668,77.16666666666667,10.314583333333333,13.2,28.6,77.2,Delhi
2016-07-12,23.834374999999998,74.85416666666667,11.470833333333333,18.5,28.6,77.2,Delhi
2016-07-13,23.03333333333333,72.61458333333333,11.882291666666667,13.6,28.6,77.2,Delhi
2016-07-14,23.238541666666666,77.64583333333333,7.522916666666667,31.5,28.6,77.2,Delhi
2016-07-15,23.777083333333334,74.61458333333333,7.045833333333333,31.3,28.6,77.2,Delhi
2016-07-16,23.64375,80.09375,6.804166666666667,81.7,28.6,77.2,Delhi
2016-07-17,24.342708333333334,81.5625,6.909375,51.0,28.6,77.2,Delhi
2016-07-18,25.051041666666666,77.17708333333333,9.292708333333334,8.0,28.6,77.2,Delhi
2016-07-19,25.198958333333334,73.60416666666667,9.8625,7.300000000000001,28.6,77.2,Delhi
2016-07-20,24.62708333333333,75.84375,8.996875000000001,43.6,28.6,77.2,Delhi
2016-07-21,25.202083333333334,74.76041666666667,9.210416666666667,3.2,28.6,77.2,Delhi
2016-07-22,26.264583333333334,73.14583333333333,11.923958333333333,4.3,28.6,77.2,Delhi
2016-07-23,25.233333333333334,66.25,12.354166666666666,10.5,28.6,77.2,Delhi
2016-07-24,23.717708333333334,67.6875,7.192708333333333,3.1,28.6,77.2,Delhi
2016-07-25,24.102083333333336,75.40625,8.647916666666667,29.8,28.6,77.2,Delhi
2016-07-26,24.139583333333334,73.14583333333333,10.396875,6.2,28.6,77.2,Delhi
2016-07-27,23.79375,72.09375,10.629166666666666,12.8,28.6,77.2,Delhi
2016-07-28,23.65416666666667,75.95833333333333,7.41875,22.8,28.6,77.2,Delhi
2016-07-29,22.170833333333334,80.4375,7.408333333333334,66.1,28.6,77.2,Delhi
2016-07-30,22.631249999999998,82.94791666666667,6.66875,25.5,28.6,77.2,Delhi
2016-07-31,22.905208333333334,82.66666666666667,8.163541666666667,20.8,28.6,77.2,Delhi
2016-08-01,23.0125,81.40625,8.521875,13.500000000000002,28.6,77.2,Delhi
2016-08-02,22.677083333333332,80.23958333333333,11.007291666666667,24.1,28.6,77.2,Delhi
2016-08-03,23.025000000000002,76.875,12.446875,13.4,28.6,77.2,Delhi
2016-08-04,23.394791666666666,74.0,11.344791666666666,9.0,28.6,77.2,Delhi
2016-08-05,23.50208333333333,77.5,8.980208333333334,4.8,28.6,77.2,Delhi
2016-08-06,23.65416666666667,80.28125,9.332291666666666,4.0,28.6,77.2,Delhi
2016-08-07,23.702083333333334,74.32291666666667,8.700000000000001,5.7,28.6,77.2,Delhi
2016-08-08,23.557291666666668,73.95833333333333,9.141666666666667,4.7,28.6,77.2,Delhi
2016-08-09,23.802083333333332,74.92708333333333,9.55625,6.9,28.6,77.2,Delhi
2016-08-10,24.7625,77.47916666666667,11.0,26.6,28.6,77.2,Delhi
2016-08-11,24.43541666666667,75.19791666666667,10.489583333333334,22.9,28.6,77.2,Delhi
2016-08-12,24.167708333333334,73.42708333333333,9.777083333333334,14.8,28.6,77.2,Delhi
2016-08-13,24.807291666666668,74.07291666666667,9.183333333333334,14.3,28.6,77.2,Delhi
2016-08-14,25.078125,73.96875,10.158333333333333,14.0,28.6,77.2,Delhi
2016-08-15,24.9875,74.25,9.94375,3.5,28.6,77.2,Delhi
2016-08-16,25.075,76.65625,10.580208333333333,14.1,28.6,77.2,Delhi
2016-08-17,25.007291666666664,71.09375,9.776041666666666,0.6,28.6,77.2,Delhi
2016-08-18,24.671875,73.60416666666667,7.645833333333333,9.7,28.6,77.2,Delhi
2016-08-19,25.15625,71.26041666666667,10.634375,3.3,28.6,77.2,Delhi
2016-08-20,24.23125,71.29166666666667,12.0,5.7,28.6,77.2,Delhi
2016-08-21,23.8,72.73958333333333,9.367708333333333,8.5,28.6,77.2,Delhi
2016-08-22,22.993750000000002,72.14583333333333,10.164583333333333,9.3,28.6,77.2,Delhi
2016-08-23,23.054166666666664,71.38541666666667,7.772916666666667,1.1,28.6,77.2,Delhi
2016-08-24,23.227083333333336,79.03125,9.99375,47.4,28.6,77.2,Delhi
2016-08-25,23.508333333333336,75.80208333333333,9.164583333333333,12.9,28.6,77.2,Delhi
2016-08-26,24.134375000000002,74.35416666666667,8.084375,2.0,28.6,77.2,Delhi
2016-08-27,23.868750000000002,72.05208333333333,8.252083333333333,15.5,28.6,77.2,Delhi
2016-08-28,23.534375,74.5625,6.570833333333333,17.9,28.6,77.2,Delhi
2016-08-29,23.579166666666666,76.5,7.360416666666667,29.7,28.6,77.2,Delhi
2016-08-30,23.609375,79.57291666666667,6.9437500000000005,32.3,28.6,77.2,Delhi
2016-08-31,24.363541666666666,81.33333333333333,9.498958333333333,31.3,28.6,77.2,Delhi
2016-09-01,23.648958333333336,80.35416666666667,6.960416666666667,18.9,28.6,77.2,Delhi
2016-09-02,23.496875,77.04166666666667,10.269791666666666,22.5,28.6,77.2,Delhi
2016-09-03,23.16979166666667,72.51041666666667,14.571875,2.3,28.6,77.2,Delhi
2016-09-04,22.616666666666664,69.59375,10.544791666666667,0.0,28.6,77.2,Delhi
2016-09-05,23.011458333333334,68.125,11.280208333333334,0.4,28.6,77.2,Delhi
2016-09-06,23.65625,73.11458333333333,12.367708333333333,2.4,28.6,77.2,Delhi
2016-09-07,24.113541666666666,77.92708333333333,10.804166666666667,3.3,28.6,77.2,Delhi
2016-09-08,24.73229166666667,76.125,9.860416666666667,0.6000000000000001,28.6,77.2,Delhi
2016-09-09,25.64375,73.26041666666667,9.807291666666666,7.4,28.6,77.2,Delhi
2016-09-10,25.39270833333333,72.23958333333333,11.617708333333333,13.1,28.6,77.2,Delhi
2016-09-11,24.33020833333333,68.6875,10.391666666666667,8.700000000000001,28.6,77.2,Delhi
2016-09-12,22.758333333333336,70.39583333333333,8.2875,10.2,28.6,77.2,Delhi
2016-09-13,23.172916666666666,78.40625,7.770833333333333,16.0,28.6,77.2,Delhi
2016-09-14,24.598958333333332,74.61458333333333,9.421875,7.7,28.6,77.2,Delhi
2016-09-15,23.03333333333333,65.90625,10.313541666666667,2.8,28.6,77.2,Delhi
2016-09-16,22.849999999999998,70.30208333333333,8.065624999999999,5.9,28.6,77.2,Delhi
2016-09-17,23.022916666666664,73.98958333333333,7.075,15.9,28.6,77.2,Delhi
2016-09-18,23.894791666666666,79.21875,6.585416666666667,18.7,28.6,77.2,Delhi
2016-09-19,23.479166666666668,80.07291666666667,6.208333333333333,23.4,28.6,77.2,Delhi
2016-09-20,23.191666666666666,76.71875,5.632291666666667,21.4,28.6,77.2,Delhi
2016-09-21,23.40833333333333,77.72916666666667,7.376041666666667,71.8,28.6,77.2,Delhi
2016-09-22,22.50208333333333,77.28125,10.988541666666668,8.1,28.6,77.2,Delhi
2016-09-23,23.136458333333334,75.29166666666667,7.671875,6.6,28.6,77.2,Delhi
2016-09-24,22.202083333333334,78.41666666666667,7.369791666666667,20.599999999999998,28.6,77.2,Delhi
2016-09-25,21.516666666666666,73.40625,7.1156250000000005,16.5,28.6,77.2,Delhi
2016-09-26,21.895833333333332,71.86458333333333,6.8218749999999995,11.200000000000001,28.6,77.2,Delhi
2016-09-27,22.489583333333332,73.13541666666667,8.866666666666667,14.6,28.6,77.2,Delhi
2016-09-28,21.978125000000002,74.76041666666667,8.844791666666667,11.100000000000001,28.6,77.2,Delhi
2016-09-29,22.16979166666667,76.27083333333333,11.607291666666667,8.9,28.6,77.2,Delhi
2016-09-30,21.338541666666668,73.63541666666667,12.894791666666668,14.6,28.6,77.2,Delhi
2016-10-01,22.20625,74.01041666666667,11.390625,0.9,28.6,77.2,Delhi
2016-10-02,22.787499999999998,75.88541666666667,6.784375,15.5,28.6,77.2,Delhi
2016-10-03,23.28125,73.6875,8.346874999999999,18.4,28.6,77.2,Delhi
2016-10-04,22.311458333333334,73.30208333333333,9.077083333333333,9.7,28.6,77.2,Delhi
2016-10-05,21.480208333333334,71.60416666666667,9.044791666666667,17.6,28.6,77.2,Delhi
2016-10-06,22.373958333333334,74.4375,5.628125,19.9,28.6,77.2,Delhi
2016-10-07,23.0,73.95833333333333,7.285416666666666,8.6,28.6,77.2,Delhi
2016-10-08,22.367708333333336,77.875,8.860416666666667,14.1,28.6,77.2,Delhi
2016-10-09,21.534375,74.07291666666667,10.5375,29.099999999999998,28.6,77.2,Delhi
2016-10-10,22.29375,61.75,11.754166666666668,2.7,28.6,77.2,Delhi
2016-10-11,20.181250000000002,62.46875,9.320833333333333,1.3,28.6,77.2,Delhi
2016-10-12,20.857291666666665,65.5625,7.39375,14.8,28.6,77.2,Delhi
2016-10-13,20.689583333333335,69.41666666666667,11.428125,2.6,28.6,77.2,Delhi
2016-10-14,20.247916666666665,61.84375,8.395833333333334,0.6000000000000001,28.6,77.2,Delhi
2016-10-15,20.766666666666666,66.47916666666667,7.28125,1.1,28.6,77.2,Delhi
2016-10-16,22.089583333333334,67.33333333333333,9.505208333333334,16.4,28.6,77.2,Delhi
2016-10-17,22.598958333333332,67.57291666666667,8.908333333333333,10.6,28.6,77.2,Delhi
2016-10-18,22.838541666666668,65.51041666666667,9.017708333333333,2.8,28.6,77.2,Delhi
2016-10-19,23.06041666666667,63.40625,8.748958333333333,0.0,28.6,77.2,Delhi
2016-10-20,22.06041666666667,67.20833333333333,10.601041666666667,2.5,28.6,77.2,Delhi
2016-10-21,23.384375000000002,72.07291666666667,9.320833333333333,9.8,28.6,77.2,Delhi
2016-10-22,20.051041666666666,71.80208333333333,13.244791666666666,40.0,28.6,77.2,Delhi
2016-10-23,19.519791666666666,59.635416666666664,13.848958333333334,0.2,28.6,77.2,Delhi
2016-10-24,19.966666666666665,64.16666666666667,9.630208333333334,2.5,28.6,77.2,Delhi
2016-10-25,19.569791666666667,63.645833333333336,9.611458333333333,10.0,28.6,77.2,Delhi
2016-10-26,19.55,64.25,7.988541666666666,17.7,28.6,77.2,Delhi
2016-10-27,19.027083333333334,73.47916666666667,10.503124999999999,29.5,28.6,77.2,Delhi
2016-10-28,19.145833333333332,69.28125,9.831249999999999,4.0,28.6,77.2,Delhi
